event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height,b_weight,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff
UFC Fight Night: Vettori vs. Holland,Marvin Vettori,Kevin Holland,Red,Middleweight,0,Men,Decision - Unanimous,5,5,300,Herb Dean,0,24,64,0.37,152,250,0.61,11,17,0.64,1,0,1201,19,7,30,182.88,83.91,187.96,Southpaw,4.56,4.24,0.45,0.45,0.56,0.69,0.5,1.66,0,37,103,0.35,138,214,0.64,0,0,0,0,0,3,25,11,31,190.5,77.11,205.74,Orthodox,4.24,3.19,0.49,0.38,0.5,0.54,0.6,0.85,0,-13,-39,0.02,14,36,-0.03,11,17,0.64,1,0,1198,-6,-4,-1,-7.62,6.8,-17.78,0.32,1.05,-0.04,0.07,0.06,0.15,-0.1,0.81
UFC Fight Night: Vettori vs. Holland,Arnold Allen,Sodiq Yusuff,Red,Featherweight,0,Men,Decision - Unanimous,3,3,300,Jason Herzog,1,21,61,0.34,26,68,0.38,2,5,0.4,0,0,309,19,3,30,172.72,65.77,177.8,Southpaw,3.39,2.91,0.4,0.5,0.61,0.75,0.4,1.02,0,47,113,0.41,79,164,0.48,0,1,0,1,0,153,13,3,30,175.26,65.77,180.34,Orthodox,5.72,4.33,0.49,0.2,0.54,0.62,0.4,0.28,1,-26,-52,-0.07,-53,-96,-0.1,2,4,0.4,-1,0,156,6,0,0,-2.54,0,-2.54,-2.33,-1.42,-0.09,0.3,0.07,0.13,0,0.74
UFC Fight Night: Vettori vs. Holland,Sam Alvey,Julian Marquez,Blue,Middleweight,0,Men,Submission,2,3,127,Mark Smith,0,29,78,0.37,29,78,0.37,0,0,0,0,0,5,33,18,37,187.96,83.91,190.5,Southpaw,3.28,3.63,0.44,0.14,0.52,0.82,0.1,0.06,1,61,100,0.61,62,101,0.61,0,0,0,1,0,16,9,4,33,187.96,83.91,182.88,Orthodox,4.86,4.99,0.44,0,0.51,0.53,2.6,0,-1,-32,-22,-0.24,-33,-23,-0.24,0,0,0,-1,0,-11,24,14,4,0,0,7.62,-1.58,-1.36,0,0.14,0.01,0.29,-2.5,0.06
UFC Fight Night: Vettori vs. Holland,Nina Nunes,Mackenzie Dern,Blue,Women's Strawweight,0,Women,Submission,1,3,288,Chris Tognoni,0,4,7,0.57,5,8,0.62,0,0,0,0,0,0,11,7,38,165.1,56.7,162.56,Orthodox,4.39,3.47,0.45,0.33,0.55,0.73,0.5,0.24,0,12,22,0.54,31,44,0.7,1,2,0.5,1,0,240,13,5,31,162.56,52.16,160.02,Orthodox,3.31,4.09,0.4,0.15,0.51,0.28,1.3,0.79,0,-8,-15,0.03,-26,-36,-0.08,-1,-2,-0.5,-1,0,-240,-2,2,7,2.54,4.54,2.54,1.08,-0.62,0.05,0.18,0.04,0.45,-0.8,-0.55
UFC Fight Night: Vettori vs. Holland,Mike Perry,Daniel Rodriguez,Blue,Welterweight,0,Men,Decision - Unanimous,3,3,300,Mike Beltran,0,61,132,0.46,65,137,0.47,2,4,0.5,0,0,169,14,8,32,177.8,77.11,180.34,Orthodox,4.32,5.16,0.47,0.4,0.52,0.78,0.2,0.81,0,129,235,0.54,145,252,0.58,0,1,0,0,0,0,17,4,37,185.42,77.11,187.96,Southpaw,7.3,5.28,0.5,0.5,0.56,0.63,0.1,0.62,0,-68,-103,-0.08,-80,-115,-0.11,2,3,0.5,0,0,169,-3,4,-5,-7.62,0,-7.62,-2.98,-0.12,-0.03,-0.1,-0.04,0.15,0.1,0.19
UFC Fight Night: Vettori vs. Holland,Jim Miller,Joe Solecki,Blue,Lightweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,11,34,0.32,45,76,0.59,0,0,0,0,0,123,37,17,40,172.72,70.31,180.34,Southpaw,2.96,3.18,0.42,0.44,0.58,0.48,1.7,1.58,0,19,42,0.45,93,146,0.64,1,4,0.25,0,0,563,13,4,30,175.26,70.31,177.8,Orthodox,2.21,1.53,0.56,0.5,0.52,0.5,1.5,2.65,0,-8,-8,-0.13,-48,-70,-0.05,-1,-4,-0.25,0,0,-440,24,13,10,-2.54,0,2.54,0.75,1.65,-0.14,-0.06,0.06,-0.02,0.2,-1.07
UFC Fight Night: Vettori vs. Holland,Scott Holtzman,Mateusz Gamrot,Blue,Lightweight,0,Men,KO/TKO,2,3,82,Jason Herzog,0,10,48,0.2,10,48,0.21,0,1,0,0,0,0,14,6,40,175.26,70.31,175.26,Orthodox,4.32,3.66,0.47,0.56,0.55,0.67,0.2,1.88,1,39,63,0.61,41,65,0.63,2,5,0.4,0,0,50,24,2,33,177.8,70.31,177.8,Southpaw,3.09,3.07,0.51,0.35,0.59,0.9,0.1,5.28,-1,-29,-15,-0.41,-31,-17,-0.42,-2,-4,-0.4,0,0,-50,-10,4,7,-2.54,0,-2.54,1.23,0.59,-0.04,0.21,-0.04,-0.23,0.1,-3.4
UFC Fight Night: Vettori vs. Holland,John Makdessi,Ignacio Bahamondes,Red,Lightweight,0,Men,Decision - Split,3,3,300,Chris Tognoni,0,124,232,0.53,145,257,0.56,0,0,0,0,0,13,18,9,38,172.72,70.31,172.72,Orthodox,5.52,4.15,0.49,0,0.68,0.86,0,0,0,112,312,0.35,117,318,0.37,0,4,0,0,0,74,14,5,26,190.5,70.31,190.5,Orthodox,6.97,4.36,0.46,0,0.57,0.85,0.4,0,0,12,-80,0.18,28,-61,0.19,0,-4,0,0,0,-61,4,4,12,-17.78,0,-17.78,-1.45,-0.21,0.03,0,0.11,0.01,-0.4,0
UFC Fight Night: Vettori vs. Holland,Yorgan De Castro,Jarjis Danho,Blue,Heavyweight,0,Men,KO/TKO,1,3,182,Mike Beltran,0,2,11,0.18,5,15,0.33,0,0,0,0,0,8,6,3,37,182.88,113.4,187.96,Orthodox,2.46,3.85,0.43,0,0.53,0.77,0,0,1,10,12,0.83,10,12,0.83,0,1,0,0,0,40,7,1,40,190.5,120.2,187.96,Orthodox,3.38,5.25,0.5,0.16,0.49,1,0,0.51,-1,-8,-1,-0.65,-5,3,-0.5,0,-1,0,0,0,-32,-1,2,-3,-7.62,-6.8,0,-0.92,-1.4,-0.07,-0.16,0.04,-0.23,0,-0.51
UFC Fight Night: Vettori vs. Holland,Hunter Azure,Jack Shore,Blue,Bantamweight,0,Men,Decision - Split,3,3,300,Herb Dean,0,45,80,0.56,78,121,0.64,0,6,0,1,1,242,9,2,32,172.72,65.77,175.26,Orthodox,3.92,2.08,0.53,0.34,0.58,0.67,1.3,1.97,0,36,57,0.63,57,84,0.68,6,13,0.46,0,1,317,17,1,29,172.72,65.77,180.34,Orthodox,3.84,2.2,0.58,0.4,0.57,0.79,0.7,3.42,0,9,23,-0.07,21,37,-0.04,-6,-7,-0.46,1,0,-75,-8,1,3,0,0,-5.08,0.08,-0.12,-0.05,-0.06,0.01,-0.12,0.6,-1.45
UFC Fight Night: Vettori vs. Holland,Luis Saldana,Jordan Griffin,Red,Featherweight,0,Men,Decision - Unanimous,3,3,300,Jason Herzog,0,36,88,0.4,40,94,0.43,0,0,0,1,1,138,16,7,33,180.34,65.77,185.42,Orthodox,5.16,3.65,0.5,0.17,0.6,0.44,0.2,0.64,0,33,69,0.47,39,77,0.51,4,7,0.57,2,1,378,18,9,34,177.8,65.77,185.42,Southpaw,2.52,3.02,0.46,0.35,0.5,0.42,1.9,1.45,0,3,19,-0.07,1,17,-0.08,-4,-7,-0.57,-1,0,-240,-2,-2,-1,2.54,0,0,2.64,0.63,0.04,-0.18,0.1,0.02,-1.7,-0.81
UFC Fight Night: Vettori vs. Holland,Da Woon Jung,William Knight,Red,Light Heavyweight,0,Men,Decision - Unanimous,3,3,300,Mark Smith,0,28,46,0.6,73,99,0.74,8,9,0.88,0,0,724,15,5,30,193.04,92.99,198.12,Orthodox,3.49,3.89,0.43,0.5,0.51,0.77,0.2,1.9,0,17,29,0.58,38,50,0.76,0,3,0,0,0,9,11,5,35,177.8,92.99,185.42,Orthodox,2.62,3.3,0.56,0.4,0.35,0.48,0.4,1.78,0,11,17,0.02,35,49,-0.02,8,6,0.88,0,0,715,4,0,-5,15.24,0,12.7,0.87,0.59,-0.13,0.1,0.16,0.29,-0.2,0.12
UFC Fight Night: Vettori vs. Holland,Impa Kasanganay,Sasha Palatnikov,Red,Welterweight,0,Men,Submission,2,3,26,Chris Tognoni,0,13,29,0.44,21,41,0.51,2,6,0.33,1,0,174,9,2,30,180.34,77.11,190.5,Orthodox,4.96,3.66,0.48,0.58,0.58,0.66,0.2,1.75,0,13,24,0.54,31,43,0.72,0,0,0,0,0,56,6,4,35,185.42,77.11,182.88,Switch,6.69,5.44,0.53,1,0.52,0.7,0,0.72,0,0,5,-0.1,-10,-2,-0.21,2,6,0.33,1,0,118,3,-2,-5,-5.08,0,7.62,-1.73,-1.78,-0.05,-0.42,0.06,-0.04,0.2,1.03
UFC 260: Miocic vs. Ngannou,Stipe Miocic,Francis Ngannou,Blue,UFC Heavyweight Title,1,Men,KO/TKO,2,5,52,Herb Dean,0,12,13,0.92,12,13,0.92,0,1,0,0,0,4,20,4,41,193.04,108.86,203.2,Orthodox,4.82,3.82,0.53,0.34,0.54,0.68,0,1.86,2,36,56,0.64,38,58,0.66,1,2,0.5,0,0,22,17,3,37,193.04,113.4,210.82,Orthodox,2.33,2.16,0.41,0.62,0.41,0.71,0.3,0.76,-2,-24,-43,0.28,-26,-45,0.26,-1,-1,-0.5,0,0,-18,3,1,4,0,-4.54,-7.62,2.49,1.66,0.12,-0.28,0.13,-0.03,-0.3,1.1
UFC 260: Miocic vs. Ngannou,Tyron Woodley,Vicente Luque,Blue,Welterweight,0,Men,Submission,1,3,236,Jason Herzog,0,18,40,0.45,21,43,0.49,0,1,0,0,0,22,19,7,41,175.26,77.11,187.96,Orthodox,2.36,2.76,0.48,0.4,0.54,0.87,0.4,1.06,0,25,33,0.75,41,49,0.84,0,0,0,1,0,123,22,9,32,180.34,77.11,190.5,Orthodox,5.17,5.15,0.52,0.6,0.52,0.62,0.7,1.04,0,-7,7,-0.3,-20,-6,-0.35,0,1,0,-1,0,-101,-3,-2,9,-5.08,0,-2.54,-2.81,-2.39,-0.04,-0.2,0.02,0.25,-0.3,0.02
UFC 260: Miocic vs. Ngannou,Sean O'Malley,Thomas Almeida,Red,Bantamweight,0,Men,KO/TKO,3,3,232,Mark Smith,2,86,149,0.57,91,157,0.58,0,0,0,0,0,5,18,1,29,180.34,61.23,182.88,Switch,7.63,3.52,0.61,0.42,0.62,0.62,0.3,0.35,0,25,71,0.35,25,71,0.35,1,2,0.5,0,0,22,22,5,32,170.18,65.77,177.8,Southpaw,4.84,4.93,0.43,0.14,0.61,0.75,0,0.17,2,61,78,0.22,66,86,0.23,-1,-2,-0.5,0,0,-17,-4,-4,-3,10.16,-4.54,5.08,2.79,-1.41,0.18,0.28,0.01,-0.13,0.3,0.18
UFC 260: Miocic vs. Ngannou,Gillian Robertson,Miranda Maverick,Blue,Women's Flyweight,0,Women,Decision - Unanimous,3,3,300,Jason Herzog,0,27,68,0.39,32,75,0.43,2,4,0.5,1,1,209,13,8,28,165.1,52.16,160.02,Orthodox,2.61,3.12,0.46,0.43,0.56,0.43,1,2.53,0,71,150,0.47,131,217,0.6,3,4,0.75,0,1,280,15,5,26,160.02,56.7,165.1,Southpaw,3.8,2.6,0.47,0.46,0.59,0.4,0.4,2.49,0,-44,-82,-0.08,-99,-142,-0.17,-1,0,-0.25,1,0,-71,-2,3,2,5.08,-4.54,-5.08,-1.19,0.52,-0.01,-0.03,-0.03,0.03,0.6,0.04
UFC 260: Miocic vs. Ngannou,Jamie Mullarkey,Khama Worthy,Red,Lightweight,0,Men,KO/TKO,1,3,46,Chris Tognoni,1,6,13,0.46,6,13,0.46,0,0,0,0,0,4,17,7,29,182.88,70.31,187.96,Orthodox,4.46,4.49,0.46,0.34,0.54,0.76,0.1,2.42,0,5,10,0.5,5,10,0.5,0,0,0,0,0,0,16,9,37,180.34,70.31,187.96,Orthodox,4.18,4.45,0.48,0,0.46,0.57,0.7,0,1,1,3,-0.04,1,3,-0.04,0,0,0,0,0,4,1,-2,-8,2.54,0,0,0.28,0.04,-0.02,0.34,0.08,0.19,-0.6,2.42
UFC 260: Miocic vs. Ngannou,Alonzo Menifield,Fabio Cherant,Red,Light Heavyweight,0,Men,Submission,1,3,71,Herb Dean,0,3,3,1,3,3,1,1,1,1,1,0,67,15,3,36,182.88,92.99,193.04,Orthodox,3.92,3.51,0.57,0.33,0.49,0.75,0.3,0.67,0,0,1,0,0,1,0,0,0,0,0,0,0,7,4,29,185.42,92.99,187.96,Southpaw,1.35,4.89,0.4,0,0.38,0,0,0,0,3,2,1,3,2,1,1,1,1,1,0,67,8,-1,7,-2.54,0,5.08,2.57,-1.38,0.17,0.33,0.11,0.75,0.3,0.67
UFC 260: Miocic vs. Ngannou,Jared Gooden,Abubakar Nurmagomedov,Blue,Welterweight,0,Men,Decision - Unanimous,3,3,300,Mark Smith,0,43,136,0.31,111,207,0.54,0,0,0,0,0,0,23,9,30,182.88,77.11,195.58,Orthodox,5.08,6.68,0.49,1,0.48,0.65,0.2,0.67,0,60,120,0.5,100,164,0.61,1,5,0.2,0,0,258,17,4,34,180.34,77.11,182.88,Orthodox,2.78,2.61,0.53,0.22,0.65,0.88,0,1.25,0,-17,16,-0.19,11,43,-0.07,-1,-5,-0.2,0,0,-258,6,5,-4,2.54,0,12.7,2.3,4.07,-0.04,0.78,-0.17,-0.23,0.2,-0.58
UFC 260: Miocic vs. Ngannou,Modestas Bukauskas,Michal Oleksiejczuk,Blue,Light Heavyweight,0,Men,Decision - Split,3,3,300,Jason Herzog,0,58,167,0.34,62,172,0.36,0,1,0,0,0,4,15,6,30,190.5,92.99,198.12,Switch,3.28,3.87,0.41,0,0.5,0.71,0,0,0,56,122,0.45,77,144,0.53,0,2,0,0,0,69,19,7,29,182.88,83.91,187.96,Southpaw,5.06,4.26,0.5,0.44,0.61,0.48,0,0.75,0,2,45,-0.11,-15,28,-0.17,0,-1,0,0,0,-65,-4,-1,1,7.62,9.08,10.16,-1.78,-0.39,-0.09,-0.44,-0.11,0.23,0,-0.75
UFC 260: Miocic vs. Ngannou,Shane Young,Omar Morales,Blue,Featherweight,0,Men,Decision - Unanimous,3,3,300,Chris Tognoni,0,46,105,0.43,59,120,0.49,1,5,0.2,0,0,206,13,8,30,172.72,65.77,182.88,Orthodox,5.19,5.46,0.4,0.18,0.52,0.64,0,0.63,0,69,144,0.47,74,150,0.49,2,2,1,0,0,87,11,4,38,180.34,70.31,185.42,Orthodox,3.42,3.18,0.4,1,0.58,0.63,0,0.46,0,-23,-39,-0.04,-15,-30,0,-1,3,-0.8,0,0,119,2,4,-8,-7.62,-4.54,-2.54,1.77,2.28,0,-0.82,-0.06,0.01,0,0.17
UFC 260: Miocic vs. Ngannou,Marc-Andre Barriault,Abu Azaitar,Red,Middleweight,0,Men,KO/TKO,3,3,296,Jerin Valel,1,141,275,0.51,190,339,0.56,0,1,0,0,0,360,16,7,34,185.42,83.91,187.96,Orthodox,6.19,5.67,0.47,0.25,0.52,0.67,0.1,0.22,0,108,219,0.49,142,261,0.54,0,3,0,0,0,123,14,4,38,175.26,83.91,193.04,Orthodox,4.38,4.32,0.43,0.37,0.51,0.42,0,1,1,33,56,0.02,48,78,0.02,0,-2,0,0,0,237,2,3,-4,10.16,0,-5.08,1.81,1.35,0.04,-0.12,0.01,0.25,0.1,-0.78
UFC Fight Night: Brunson vs. Holland,Derek Brunson,Kevin Holland,Red,Middleweight,0,Men,Decision - Unanimous,5,5,300,Herb Dean,0,43,93,0.46,226,323,0.7,6,12,0.5,1,0,1015,23,9,40,185.42,83.91,195.58,Southpaw,3.51,3.05,0.47,0.33,0.51,0.85,0.6,3.14,0,36,74,0.48,190,236,0.81,1,1,1,0,0,107,25,11,31,190.5,77.11,205.74,Orthodox,4.24,3.19,0.49,0.38,0.5,0.54,0.6,0.85,0,7,19,-0.02,36,87,-0.11,5,11,-0.5,1,0,908,-2,-2,9,-5.08,6.8,-10.16,-0.73,-0.14,-0.02,-0.05,0.01,0.31,0,2.29
UFC Fight Night: Brunson vs. Holland,Song Kenan,Max Griffin,Blue,Welterweight,0,Men,KO/TKO,1,3,140,Keith Peterson,0,14,24,0.58,14,24,0.58,0,0,0,0,0,0,20,8,34,182.88,77.11,180.34,Orthodox,4.36,6.38,0.46,0.5,0.5,0.61,0,0.34,1,17,28,0.6,17,28,0.61,0,1,0,0,0,28,20,10,38,180.34,77.11,193.04,Orthodox,3.92,3.81,0.49,0.41,0.57,0.68,0.3,1.45,-1,-3,-4,-0.02,-3,-4,-0.03,0,-1,0,0,0,-28,0,-2,-4,2.54,0,-12.7,0.44,2.57,-0.03,0.09,-0.07,-0.07,-0.3,-1.11
UFC Fight Night: Brunson vs. Holland,Cheyanne Vlismas,Montserrat Conejo Ruiz,Blue,Women's Strawweight,0,Women,Decision - Unanimous,3,3,300,Mark Smith,0,31,65,0.47,49,87,0.56,0,0,0,0,3,64,7,3,28,160.02,52.16,160.02,Switch,4.93,2.57,0.5,0.33,0.64,0.66,0.2,0.25,0,15,41,0.36,136,168,0.81,4,5,0.8,2,1,593,10,4,31,152.4,52.16,154.94,Southpaw,0.79,4.96,0.27,0.83,0.37,0.33,0.8,2.05,0,16,24,0.11,-87,-81,-0.25,-4,-5,-0.8,-2,2,-529,-3,-1,-3,7.62,0,5.08,4.14,-2.39,0.23,-0.5,0.27,0.33,-0.6,-1.8
UFC Fight Night: Brunson vs. Holland,Adrian Yanez,Gustavo Lopez,Red,Bantamweight,0,Men,KO/TKO,3,3,27,Chris Tognoni,2,41,103,0.39,41,103,0.4,0,0,0,0,0,3,16,5,30,170.18,61.23,177.8,Orthodox,6.15,5.73,0.39,0,0.57,1,0,0,0,23,51,0.45,23,51,0.45,0,1,0,0,0,0,12,6,34,165.1,61.23,170.18,Orthodox,2.48,3.87,0.4,0.41,0.57,0.31,0.7,1.74,2,18,52,-0.06,18,52,-0.05,0,-1,0,0,0,3,4,-1,-4,5.08,0,7.62,3.67,1.86,-0.01,-0.41,0,0.69,-0.7,-1.74
UFC Fight Night: Brunson vs. Holland,Tai Tuivasa,Harry Hunsucker,Red,Heavyweight,0,Men,KO/TKO,1,3,49,Herb Dean,1,14,18,0.77,14,18,0.78,0,0,0,0,0,10,15,7,31,187.96,119.75,190.5,Southpaw,3.96,5.05,0.49,0,0.43,0.57,0,0,0,2,6,0.33,2,6,0.33,0,0,0,0,0,0,7,6,35,187.96,92.99,190.5,Orthodox,3.54,6.53,0.52,0,0.42,0,2,0,1,12,12,0.44,12,12,0.45,0,0,0,0,0,10,8,1,-4,0,26.76,0,0.42,-1.48,-0.03,0,0.01,0.57,-2,0
UFC Fight Night: Brunson vs. Holland,Marion Reneau,Macy Chiasson,Blue,Women's Bantamweight,0,Women,Decision - Unanimous,3,3,300,Mark Smith,0,30,63,0.47,59,93,0.63,2,4,0.5,0,0,135,9,8,46,167.64,61.23,172.72,Orthodox,3.2,3.52,0.41,0.63,0.59,0.5,0.8,0.62,0,51,138,0.36,92,184,0.5,1,1,1,0,1,228,10,3,32,180.34,61.23,182.88,Orthodox,3.53,2.53,0.44,0.37,0.46,0.62,0.5,2.38,0,-21,-75,0.11,-33,-91,0.13,1,3,-0.5,0,-1,-93,-1,5,14,-12.7,0,-10.16,-0.33,0.99,-0.03,0.26,0.13,-0.12,0.3,-1.76
UFC Fight Night: Brunson vs. Holland,Leonardo Santos,Grant Dawson,Blue,Lightweight,0,Men,KO/TKO,3,3,299,Chris Tognoni,0,30,67,0.44,74,115,0.64,1,2,0.5,0,0,81,18,7,44,182.88,70.31,190.5,Orthodox,2.82,3.4,0.46,0.25,0.54,0.86,0.2,0.88,0,46,84,0.54,75,132,0.57,1,13,0.07,0,0,498,20,2,30,177.8,70.31,182.88,Switch,2.97,2.27,0.51,0.36,0.45,0.4,1.5,3.68,0,-16,-17,-0.1,-1,-17,0.07,0,-11,0.43,0,0,-417,-2,5,14,5.08,0,7.62,-0.15,1.13,-0.05,-0.11,0.09,0.46,-1.3,-2.8
UFC Fight Night: Brunson vs. Holland,Trevin Giles,Roman Dolidze,Red,Middleweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,27,57,0.47,43,73,0.59,1,2,0.5,1,0,75,16,6,31,182.88,77.11,187.96,Orthodox,3.27,2.22,0.55,0.5,0.58,0.71,0.3,1.19,0,32,67,0.47,75,110,0.68,1,3,0.33,2,1,255,12,3,35,187.96,83.91,193.04,Orthodox,2.62,3.36,0.39,0.4,0.51,0.33,1.3,1.3,0,-5,-10,0,-32,-37,-0.09,0,-1,0.17,-1,-1,-180,4,3,-4,-5.08,-6.8,-5.08,0.65,-1.14,0.16,0.1,0.07,0.38,-1,-0.11
UFC Fight Night: Brunson vs. Holland,Montel Jackson,Jesse Strader,Red,Bantamweight,0,Men,KO/TKO,1,3,118,Keith Peterson,2,15,26,0.57,15,26,0.58,0,0,0,0,0,16,13,2,31,177.8,61.23,190.5,Southpaw,3.36,1.41,0.53,0.71,0.64,0.69,0.3,3.42,0,14,25,0.56,14,25,0.56,0,0,0,0,0,1,5,3,32,170.18,61.23,177.8,Orthodox,5.03,5.28,0.51,0.57,0.47,1,0,3.87,2,1,1,0.01,1,1,0.02,0,0,0,0,0,15,8,-1,-1,7.62,0,12.7,-1.67,-3.87,0.02,0.14,0.17,-0.31,0.3,-0.45
UFC Fight Night: Brunson vs. Holland,Bruno Silva,JP Buys,Red,Flyweight,0,Men,KO/TKO,2,3,176,Mark Smith,3,37,61,0.6,62,89,0.7,1,2,0.5,0,0,231,13,5,34,162.56,56.7,165.1,Orthodox,3.05,3.09,0.46,0.3,0.59,0.64,0.3,2.57,0,17,56,0.3,37,76,0.49,0,1,0,1,0,62,9,6,27,165.1,61.23,170.18,Orthodox,1.88,3.02,0.39,0.25,0.4,0.25,2.3,1.55,3,20,5,0.3,25,13,0.21,1,1,0.5,-1,0,169,4,-1,7,-2.54,-4.53,-5.08,1.17,0.07,0.07,0.05,0.19,0.39,-2,1.02
UFC Fight Night: Edwards vs. Muhammad,Misha Cirkunov,Ryan Spann,Blue,Light Heavyweight,0,Men,KO/TKO,1,3,71,Mark Smith,0,5,18,0.27,5,18,0.28,0,0,0,0,0,0,15,9,37,190.5,92.99,195.58,Orthodox,3.86,3.06,0.51,0.39,0.57,0.76,1.7,4.15,1,16,29,0.55,16,29,0.55,0,0,0,0,0,13,21,9,32,195.58,92.99,200.66,Orthodox,3.42,3.91,0.4,0.35,0.45,0.47,1.5,1.29,-1,-11,-11,-0.28,-11,-11,-0.27,0,0,0,0,0,-13,-6,0,5,-5.08,0,-5.08,0.44,-0.85,0.11,0.04,0.12,0.29,0.2,2.86
UFC Fight Night: Edwards vs. Muhammad,Dan Ige,Gavin Tucker,Red,Featherweight,0,Men,KO/TKO,1,3,22,Mike Beltran,1,1,4,0.25,1,4,0.25,0,0,0,0,0,1,18,7,32,170.18,65.77,180.34,Orthodox,3.76,3.52,0.45,0.26,0.57,0.58,0.3,1.06,0,1,1,1,1,1,1,0,0,0,0,0,0,13,3,37,167.64,65.77,167.64,Southpaw,4.29,4.18,0.44,0.44,0.57,0.53,1.5,3.13,1,0,3,-0.75,0,3,-0.75,0,0,0,0,0,1,5,4,-5,2.54,0,12.7,-0.53,-0.66,0.01,-0.18,0,0.05,-1.2,-2.07
UFC Fight Night: Edwards vs. Muhammad,Jonathan Martinez,Davey Grant,Blue,Bantamweight,0,Men,KO/TKO,2,3,183,Chris Tognoni,1,29,71,0.4,29,71,0.41,0,0,0,0,0,25,19,4,29,172.72,61.23,177.8,Southpaw,4.64,3.76,0.5,0.41,0.58,0.69,0.1,0.44,1,48,110,0.43,49,111,0.44,0,1,0,0,0,3,15,7,38,172.72,61.23,175.26,Orthodox,4.77,3.82,0.42,0.41,0.55,0.61,0.2,1.26,0,-19,-39,-0.03,-20,-40,-0.03,0,-1,0,0,0,22,4,-3,-9,0,0,2.54,-0.13,-0.06,0.08,0,0.03,0.08,-0.1,-0.82
UFC Fight Night: Edwards vs. Muhammad,Manel Kape,Matheus Nicolau,Blue,Flyweight,0,Men,Decision - Split,3,3,300,,0,61,150,0.4,73,165,0.44,0,0,0,0,0,38,19,6,30,165.1,56.7,172.72,Southpaw,5.12,4.51,0.54,0.37,0.59,0.77,0.4,0.65,0,55,102,0.53,76,132,0.58,2,9,0.22,1,0,151,19,4,31,167.64,56.7,167.64,Orthodox,3.66,3.14,0.53,0.45,0.66,0.93,0.9,1.48,0,6,48,-0.13,-3,33,-0.14,-2,-9,-0.22,-1,0,-113,0,2,-1,-2.54,0,5.08,1.46,1.37,0.01,-0.08,-0.07,-0.16,-0.5,-0.83
UFC Fight Night: Edwards vs. Muhammad,Angela Hill,Ashley Yoder,Red,Women's Strawweight,0,Women,Decision - Unanimous,3,3,300,Mike Beltran,0,77,135,0.57,97,165,0.59,1,3,0.33,0,0,232,16,13,39,160.02,52.16,162.56,Orthodox,5.44,4.94,0.5,0.34,0.61,0.75,0.1,0.73,0,34,116,0.29,53,143,0.37,2,6,0.33,0,0,159,8,9,36,170.18,52.16,175.26,Southpaw,3.42,4.13,0.39,0.27,0.47,0.66,0.6,1.09,0,43,19,0.28,44,22,0.22,-1,-3,0,0,0,73,8,4,3,-10.16,0,-12.7,2.02,0.81,0.11,0.07,0.14,0.09,-0.5,-0.36
UFC Fight Night: Edwards vs. Muhammad,Charles Jourdain,Marcelo Rojo,Red,Featherweight,0,Men,KO/TKO,3,3,271,Mark Smith,2,106,220,0.48,128,248,0.52,0,1,0,0,0,177,15,7,28,175.26,65.77,175.26,Switch,5.56,4.31,0.48,0.1,0.57,0.48,0.6,0.09,0,74,204,0.36,80,211,0.38,1,2,0.5,0,0,28,16,10,35,172.72,65.77,180.34,Orthodox,4.92,6.42,0.39,0.5,0.55,0.66,0,0.46,2,32,16,0.12,48,37,0.14,-1,-1,-0.5,0,0,149,-1,-3,-7,2.54,0,-5.08,0.64,-2.11,0.09,-0.4,0.02,-0.18,0.6,-0.37
