event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height_in_cm,b_weight_in_kg,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff,date,R_odds,B_odds,location,country,r_total_fights,b_total_fights,age_differential,experience_differential,reach_advantage_diff_in_cm,winner_name,weight_class_numeric,age_difference,experience_diff,reach_advantage_diff
UFC Fight Night: Benavidez vs. Figueiredo,Megan Anderson,Norma Dumont,Red,Women's Featherweight,0,Women,KO/TKO,1,3,211,Kevin MacDonald,1,7,14,0.5,32,39,0.82,0,1,0,0,1,14,11,5,34,182.88,65.77,182.88,Orthodox,1.76,3.35,0.46,0.25,0.37,0.53,0.5,0.52,0,5,16,0.31,14,25,0.56,1,3,0.33,0,0,139,10,2,33,170.18,61.23,170.18,Orthodox,3.41,1.99,0.49,0.64,0.66,0.72,0,1.39,1,2,-2,0.19,18,14,0.26,-1,-2,-0.33,0,1,-125,1,3,1,12.7,4.54,12.7,-1.65,1.36,-0.03,-0.39,-0.29,-0.19,0.5,-0.87,2/29/2020,-245,205,"Norfolk, Virginia, USA",USA,2,0,1,2,12.7,Megan Anderson,145,1,2,12.7
UFC Fight Night: Benavidez vs. Figueiredo,Grant Dawson,Darrick Minner,Red,Featherweight,0,Men,Submission,2,3,98,Kevin MacDonald,0,15,22,0.68,42,52,0.81,2,3,0.66,2,0,315,20,2,30,177.8,70.31,182.88,Switch,2.97,2.27,0.51,0.36,0.45,0.4,1.5,3.68,0,4,7,0.57,26,29,0.9,1,1,1,2,1,26,26,14,33,170.18,65.77,175.26,Orthodox,2.63,2.28,0.65,0.72,0.35,0.66,2.7,2.4,0,11,15,0.11,16,23,-0.09,1,2,-0.34,0,-1,289,-6,-12,-3,7.62,4.54,7.62,0.34,-0.01,-0.14,-0.36,0.1,-0.26,-1.2,1.28,2/29/2020,-475,380,"Norfolk, Virginia, USA",USA,0,0,3,0,7.62,Grant Dawson,145,3,0,7.62
UFC Fight Night: Benavidez vs. Figueiredo,Gabriel Silva,Kyler Phillips,Blue,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Dan Miragliotta,0,31,97,0.31,43,112,0.38,2,6,0.33,1,0,149,8,2,29,167.64,61.23,180.34,Orthodox,1.3,3.47,0.34,0.25,0.45,0.38,0.5,1.5,0,89,168,0.52,112,195,0.57,2,4,0.5,1,0,352,12,2,28,172.72,61.23,182.88,Orthodox,5.72,3.38,0.45,0.46,0.61,0.75,0.5,2.41,0,-58,-71,-0.21,-69,-83,-0.19,0,2,-0.17,0,0,-203,-4,0,1,-5.08,0,-2.54,-4.42,0.09,-0.11,-0.21,-0.16,-0.37,0,-0.91,2/29/2020,-130,110,"Norfolk, Virginia, USA",USA,0,0,1,0,-2.54,Kyler Phillips,135,1,0,-2.54
UFC Fight Night: Benavidez vs. Figueiredo,Brendan Allen,Tom Breese,Red,Middleweight,0,Men,KO/TKO,1,3,287,Bill Bookwalter,0,20,29,0.68,38,52,0.73,0,1,0,0,0,254,23,5,28,187.96,83.91,190.5,Orthodox,3.87,3.6,0.54,0.47,0.46,0.58,1.7,1.36,0,4,5,0.8,5,6,0.83,0,1,0,0,0,12,12,3,32,190.5,83.91,185.42,Southpaw,3.34,2.81,0.5,0,0.6,0.7,1.1,0,0,16,24,-0.12,33,46,-0.1,0,0,0,0,0,242,11,2,-4,-2.54,0,5.08,0.53,0.79,0.04,0.47,-0.14,-0.12,0.6,1.36,2/29/2020,110,-130,"Norfolk, Virginia, USA",USA,1,2,4,1,5.08,Brendan Allen,185,4,1,5.08
UFC Fight Night: Benavidez vs. Figueiredo,Marcin Tybura,Serghei Spivac,Red,Heavyweight,0,Men,Decision - Unanimous,3,3,300,Bill Bookwalter,0,43,106,0.4,116,199,0.58,2,8,0.25,0,0,502,25,8,38,190.5,112.94,198.12,Orthodox,3.6,3.35,0.48,0.33,0.55,0.79,0.1,1.43,0,26,83,0.31,40,101,0.4,0,1,0,0,0,0,16,4,29,190.5,117.93,198.12,Orthodox,3.54,3.79,0.49,0.64,0.49,0.7,0.5,4.56,0,17,23,0.09,76,98,0.18,2,7,0.25,0,0,502,9,4,9,0,-4.99,0,0.06,-0.44,-0.01,-0.31,0.06,0.09,-0.4,-3.13,2/29/2020,100,-120,"Norfolk, Virginia, USA",USA,2,1,9,1,0,Marcin Tybura,265,9,1,0
UFC Fight Night: Benavidez vs. Figueiredo,Luis Pena,Steve Garcia,Red,Lightweight,0,Men,Decision - Unanimous,3,3,300,Mike King,0,27,42,0.64,58,95,0.61,0,1,0,1,0,842,9,3,30,190.5,70.31,190.5,Southpaw,3.66,3.12,0.46,0.33,0.51,0.48,1.2,1.17,0,21,39,0.53,98,153,0.64,1,1,1,1,0,14,15,5,31,182.88,70.31,190.5,Southpaw,4.85,2.4,0.56,0.44,0.46,0.88,0.7,1.31,0,6,3,0.11,-40,-58,-0.03,-1,0,-1,0,0,828,-6,-2,-1,7.62,0,0,-1.19,0.72,-0.1,-0.11,0.05,-0.4,0.5,-0.14,2/29/2020,-270,230,"Norfolk, Virginia, USA",USA,2,0,1,2,0,Luis Pena,155,1,2,0
UFC Fight Night: Benavidez vs. Figueiredo,Jordan Griffin,TJ Brown,Red,Featherweight,0,Men,Submission,2,3,218,Mike King,0,15,23,0.65,20,28,0.71,0,1,0,3,0,5,18,9,34,177.8,65.77,185.42,Southpaw,2.52,3.02,0.46,0.35,0.5,0.42,1.9,1.45,0,32,47,0.68,91,119,0.76,7,7,1,0,0,452,17,11,33,175.26,65.77,182.88,Switch,3.37,2.89,0.44,0.57,0.49,0.36,1.3,3.41,0,-17,-24,-0.03,-71,-91,-0.05,-7,-6,-1,3,0,-447,1,-2,1,2.54,0,2.54,-0.85,0.13,0.02,-0.22,0.01,0.06,0.6,-1.96,2/29/2020,-135,115,"Norfolk, Virginia, USA",USA,1,0,1,1,2.54,Jordan Griffin,145,1,1,2.54
UFC Fight Night: Benavidez vs. Figueiredo,Aalon Cruz,Spike Carlyle,Blue,Featherweight,0,Men,KO/TKO,1,3,85,Scott Howard,0,2,12,0.16,2,12,0.17,0,1,0,0,0,5,8,4,34,182.88,65.77,198.12,Switch,7.58,8.88,0.39,0,0.58,0,0,0,0,20,29,0.68,29,38,0.76,0,0,0,0,0,7,9,3,30,172.72,65.77,180.34,Switch,2.55,3.85,0.54,0.36,0.3,0.57,0.5,3.34,0,-18,-17,-0.52,-27,-26,-0.59,0,1,0,0,0,-2,-1,1,4,10.16,0,17.78,5.03,5.03,-0.15,-0.36,0.28,-0.57,-0.5,-3.34,2/29/2020,-190,165,"Norfolk, Virginia, USA",USA,0,0,4,0,17.78,Spike Carlyle,145,4,0,17.78
UFC Fight Night: Benavidez vs. Figueiredo,Sean Brady,Ismail Naurdiev,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Scott Howard,0,47,91,0.51,125,191,0.65,4,9,0.44,1,0,478,16,1,31,177.8,77.11,182.88,Orthodox,3.77,3.55,0.53,0.57,0.61,0.87,1.2,3.29,0,37,87,0.42,38,88,0.43,0,1,0,0,0,18,19,4,27,177.8,77.11,187.96,Orthodox,3.17,1.3,0.52,0.71,0.68,0.7,0.2,1.25,0,10,4,0.09,87,103,0.22,4,8,0.44,1,0,460,-3,-3,4,0,0,-5.08,0.6,2.25,0.01,-0.14,-0.07,0.17,1,2.04,2/29/2020,105,-125,"Norfolk, Virginia, USA",USA,1,1,4,0,-5.08,Sean Brady,170,4,0,-5.08
UFC Fight Night: Felder vs. Hooker,Paul Felder,Dan Hooker,Blue,Lightweight,0,Men,Decision - Split,5,5,300,Marc Goddard,0,110,230,0.47,119,243,0.49,0,1,0,0,0,3,17,6,39,180.34,70.31,177.8,Orthodox,3.7,3.44,0.44,0.28,0.48,0.64,0.2,0.29,0,122,221,0.55,133,234,0.57,1,5,0.2,0,0,305,23,12,34,182.88,70.31,190.5,Switch,5.08,4.76,0.48,0.34,0.51,0.8,0.4,0.79,0,-12,9,-0.08,-14,9,-0.08,-1,-4,-0.2,0,0,-302,-6,-6,5,-2.54,0,-12.7,-1.38,-1.32,-0.04,-0.06,-0.03,-0.16,-0.2,-0.5,2/22/2020,130,-150,"Auckland, New Zealand",New Zealand,5,5,5,0,-12.7,Dan Hooker,155,5,0,-12.7
UFC Fight Night: Felder vs. Hooker,Karolina Kowalkiewicz,Yan Xiaonan,Blue,Women's Strawweight,0,Women,Decision - Unanimous,3,3,300,Mark Craig,0,38,85,0.44,51,103,0.5,0,1,0,1,0,104,16,7,38,160.02,52.16,162.56,Orthodox,5.92,5.55,0.43,0.26,0.59,0.74,0.2,0.36,0,93,178,0.52,157,254,0.62,5,6,0.83,0,0,307,17,3,34,165.1,52.16,160.02,Orthodox,5.55,3.56,0.44,0.66,0.61,0.7,0,0.86,0,-55,-93,-0.08,-106,-151,-0.12,-5,-5,-0.83,1,0,-203,-1,4,4,-5.08,0,2.54,0.37,1.99,-0.01,-0.4,-0.02,0.04,0.2,-0.5,2/22/2020,225,-265,"Auckland, New Zealand",New Zealand,3,2,4,1,2.54,Yan Xiaonan,115,4,1,2.54
UFC Fight Night: Felder vs. Hooker,Brad Riddell,Magomed Mustafaev,Red,Lightweight,0,Men,Decision - Split,3,3,300,John Sharp,1,38,72,0.52,60,97,0.62,1,1,1,0,0,122,10,4,32,170.18,70.31,180.34,Orthodox,4.71,3.53,0.53,0.36,0.53,0.63,0,1.77,0,28,46,0.6,36,56,0.64,8,11,0.72,0,0,423,14,4,35,172.72,70.31,180.34,Orthodox,2.59,2.68,0.58,0.5,0.41,0.23,0.4,3.31,1,10,26,-0.08,24,41,-0.02,-7,-10,0.28,0,0,-301,-4,0,-3,-2.54,0,0,2.12,0.85,-0.05,-0.14,0.12,0.4,-0.4,-1.54,2/22/2020,120,-140,"Auckland, New Zealand",New Zealand,1,2,3,1,0,Brad Riddell,155,3,1,0
UFC Fight Night: Felder vs. Hooker,Kevin Aguilar,Zubaira Tukhugov,Blue,Featherweight,0,Men,KO/TKO,1,3,201,Marc Goddard,0,9,28,0.32,9,28,0.32,0,0,0,0,0,0,17,5,35,170.18,70.31,185.42,Orthodox,3.96,4.81,0.4,0.16,0.52,0.78,0,0.16,2,28,36,0.77,28,37,0.76,0,0,0,0,0,9,20,6,33,172.72,70.31,172.72,Orthodox,3.17,3.07,0.39,0.39,0.63,1,0,2.13,-2,-19,-8,-0.45,-19,-9,-0.44,0,0,0,0,0,-9,-3,-1,2,-2.54,0,12.7,0.79,1.74,0.01,-0.23,-0.11,-0.22,0,-1.97,2/22/2020,-115,-105,"Auckland, New Zealand",New Zealand,0,2,2,3,12.7,Zubaira Tukhugov,145,2,2,12.7
UFC Fight Night: Felder vs. Hooker,Jake Matthews,Emil Meek,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,John Sharp,1,33,73,0.45,71,112,0.63,4,7,0.57,0,0,507,19,7,29,180.34,77.11,185.42,Orthodox,3.3,2.56,0.45,0.4,0.6,0.62,0.6,1.59,0,50,118,0.42,85,162,0.52,0,1,0,0,0,4,9,5,35,180.34,77.11,187.96,Switch,2.52,2.53,0.39,0.33,0.38,0.47,1,0.25,1,-17,-45,0.03,-14,-50,0.11,4,6,0.57,0,0,503,10,2,-6,0,0,-2.54,0.78,0.03,0.06,0.07,0.22,0.15,-0.4,1.34,2/22/2020,-200,170,"Auckland, New Zealand",New Zealand,7,2,6,5,-2.54,Jake Matthews,170,6,5,-2.54
UFC Fight Night: Felder vs. Hooker,Callan Potter,Song Kenan,Blue,Welterweight,0,Men,KO/TKO,1,3,140,Neil Swailes,0,7,15,0.46,8,17,0.47,1,1,1,0,0,3,18,9,39,182.88,77.11,182.88,Orthodox,3.18,4.72,0.5,0.66,0.58,1,0,3.29,1,17,35,0.48,21,40,0.52,0,0,0,0,0,7,20,8,34,182.88,77.11,180.34,Orthodox,4.36,6.38,0.46,0.5,0.5,0.61,0,0.34,-1,-10,-20,-0.02,-13,-23,-0.05,1,1,1,0,0,-4,-2,1,5,0,0,2.54,-1.18,-1.66,0.04,0.16,0.08,0.39,0,2.95,2/22/2020,170,-200,"Auckland, New Zealand",New Zealand,1,2,5,1,2.54,Song Kenan,170,5,1,2.54
UFC Fight Night: Felder vs. Hooker,Loma Lookboonmee,Angela Hill,Blue,Women's Strawweight,0,Women,Decision - Unanimous,3,3,300,John Sharp,0,53,130,0.4,68,156,0.44,1,1,1,0,0,95,9,3,28,154.94,52.16,154.94,Orthodox,4.1,2.48,0.57,0.5,0.53,0.72,0.1,1.9,0,48,126,0.38,70,163,0.43,1,4,0.25,1,0,192,16,13,39,160.02,52.16,162.56,Orthodox,5.44,4.94,0.5,0.34,0.61,0.75,0.1,0.73,0,5,4,0.02,-2,-7,0.01,0,-3,0.75,-1,0,-97,-7,-10,-11,-5.08,0,-7.62,-1.34,-2.46,0.07,0.16,-0.08,-0.03,0,1.17,2/22/2020,155,-175,"Auckland, New Zealand",New Zealand,0,2,11,2,-7.62,Angela Hill,115,11,2,-7.62
UFC Fight Night: Felder vs. Hooker,Priscila Cachoeira,Shana Dobson,Red,Women's Flyweight,0,Women,KO/TKO,1,3,40,Neil Swailes,1,8,18,0.44,8,18,0.44,0,0,0,0,0,2,12,6,35,170.18,56.7,165.1,Orthodox,3.76,7.03,0.44,0.33,0.43,0.65,0,0.15,0,5,11,0.45,5,11,0.45,0,0,0,0,0,0,4,5,34,167.64,56.7,175.26,Orthodox,3.34,5.2,0.37,0.5,0.5,0.14,0,0.84,1,3,7,-0.01,3,7,-0.01,0,0,0,0,0,2,8,1,1,2.54,0,-10.16,0.42,1.83,0.07,-0.17,-0.07,0.51,0,-0.69,2/22/2020,180,-220,"Auckland, New Zealand",New Zealand,0,1,1,1,-10.16,Priscila Cachoeira,125,1,1,-10.16
UFC Fight Night: Anderson vs. Blachowicz 2,Corey Anderson,Jan Blachowicz,Blue,Light Heavyweight,0,Men,KO/TKO,1,5,188,Herb Dean,0,11,27,0.4,11,27,0.41,0,0,0,0,0,3,14,5,34,190.5,92.99,200.66,Orthodox,4.43,2.22,0.46,0.5,0.59,0.83,0,4.89,1,13,31,0.41,13,31,0.42,0,0,0,0,0,2,29,10,41,187.96,92.99,198.12,Orthodox,3.41,2.91,0.5,0.5,0.53,0.68,0.3,1.09,-1,-2,-4,-0.01,-2,-4,-0.01,0,0,0,0,0,1,-15,-5,-7,2.54,0,2.54,1.02,-0.69,-0.04,0,0.06,0.15,-0.3,3.8,2/15/2020,-235,195,"Rio Rancho, New Mexico, USA",USA,5,4,7,2,2.54,Jan Blachowicz,205,7,1,2.54
UFC Fight Night: Anderson vs. Blachowicz 2,Diego Sanchez,Michel Pereira,Red,Welterweight,0,Men,DQ,3,3,189,Jason Herzog,0,25,64,0.39,29,68,0.43,0,6,0,0,0,10,31,13,42,177.8,77.11,182.88,Southpaw,2.69,3.02,0.37,0.24,0.56,0.46,0.8,1.51,1,53,91,0.58,56,94,0.6,2,2,1,0,0,49,30,11,30,185.42,83.91,185.42,Orthodox,5.15,3.71,0.54,0.55,0.58,0.94,0.7,1.55,-1,-28,-27,-0.19,-27,-26,-0.17,-2,4,-1,0,0,-39,1,2,12,-7.62,-6.8,-2.54,-2.46,-0.69,-0.17,-0.31,-0.02,-0.48,0.1,-0.04,2/15/2020,135,-155,"Rio Rancho, New Mexico, USA",USA,6,0,12,6,-2.54,Diego Sanchez,170,12,6,-2.54
UFC Fight Night: Anderson vs. Blachowicz 2,Montana De La Rosa,Mara Romero Borella,Red,Women's Flyweight,0,Women,Decision - Unanimous,3,3,300,Joe Coca,1,27,67,0.4,74,128,0.58,1,3,0.33,1,0,510,12,9,29,170.18,56.7,172.72,Orthodox,2.7,3.21,0.36,0.31,0.44,0.64,0.8,1.71,0,23,53,0.43,64,99,0.65,1,2,0.5,0,0,108,12,9,37,167.64,56.7,175.26,Orthodox,2.54,2.48,0.37,0.44,0.71,0.66,0.2,1.83,1,4,14,-0.03,10,29,-0.07,0,1,-0.17,1,0,402,0,0,-8,2.54,0,-2.54,0.16,0.73,-0.01,-0.13,-0.27,-0.02,0.6,-0.12,2/15/2020,-175,155,"Rio Rancho, New Mexico, USA",USA,1,1,8,0,-2.54,Montana De La Rosa,125,8,0,-2.54
UFC Fight Night: Anderson vs. Blachowicz 2,Brok Weaver,Kazula Vargas,Red,Lightweight,0,Men,DQ,1,3,242,Robert Romero,0,5,9,0.55,6,10,0.6,0,0,0,1,0,0,15,6,32,182.88,70.31,185.42,Southpaw,4.78,4.35,0.64,0.1,0.46,0.66,0.4,0.41,0,15,29,0.51,50,64,0.78,1,2,0.5,0,0,188,12,5,38,172.72,70.31,180.34,Southpaw,3.65,1.77,0.53,0.25,0.57,0.3,0.4,0.4,0,-10,-20,0.04,-44,-54,-0.18,-1,-2,-0.5,1,0,-188,3,1,-6,10.16,0,5.08,1.13,2.58,0.11,-0.15,-0.11,0.36,0,0.01,2/15/2020,-270,230,"Rio Rancho, New Mexico, USA",USA,0,0,6,0,5.08,Brok Weaver,155,6,0,5.08
UFC Fight Night: Anderson vs. Blachowicz 2,Rogerio Bontorin,Ray Borg,Blue,Flyweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,9,20,0.45,24,35,0.69,0,2,0,0,0,103,16,4,31,165.1,56.7,170.18,Orthodox,2.63,3.27,0.52,0.6,0.5,0.51,1,2.9,0,35,45,0.77,60,74,0.81,10,19,0.52,0,0,683,13,5,30,162.56,61.23,160.02,Orthodox,1.52,1.93,0.52,0.5,0.48,0.46,1,3.89,0,-26,-25,-0.32,-36,-39,-0.12,-10,-17,-0.52,0,0,-580,3,-1,1,2.54,-4.53,10.16,1.11,1.34,0,0.1,0.02,0.05,0,-0.99,2/15/2020,130,-150,"Rio Rancho, New Mexico, USA",USA,0,3,1,3,10.16,Ray Borg,125,1,3,10.16
UFC Fight Night: Anderson vs. Blachowicz 2,Lando Vannata,Yancy Medeiros,Red,Lightweight,0,Men,Decision - Unanimous,3,3,300,NA,0,99,188,0.52,100,189,0.53,0,3,0,0,0,4,12,7,32,175.26,70.31,180.34,Orthodox,4.52,4.76,0.45,0.37,0.55,0.69,0.3,1.09,0,68,193,0.35,68,193,0.35,0,1,0,0,0,0,15,8,36,177.8,70.31,190.5,Orthodox,4.36,5.67,0.37,0.5,0.47,0.73,0.7,0.33,0,31,-5,0.17,32,-4,0.18,0,2,0,0,0,4,-3,-1,-4,-2.54,0,-10.16,0.16,-0.91,0.08,-0.13,0.08,-0.04,-0.4,0.76,2/15/2020,-120,100,"Rio Rancho, New Mexico, USA",USA,1,4,4,3,-10.16,Lando Vannata,155,4,3,-10.16
UFC Fight Night: Anderson vs. Blachowicz 2,Tim Means,Daniel Rodriguez,Blue,Welterweight,0,Men,Submission,2,3,217,Herb Dean,0,41,95,0.43,41,95,0.43,1,3,0.33,0,0,11,33,15,40,187.96,77.11,190.5,Orthodox,5.1,3.65,0.49,0.42,0.6,0.65,0.2,1.16,1,49,121,0.4,49,121,0.4,0,0,0,1,0,4,17,4,37,185.42,77.11,187.96,Southpaw,7.3,5.28,0.5,0.5,0.56,0.63,0.1,0.62,-1,-8,-26,0.03,-8,-26,0.03,1,3,0.33,-1,0,7,16,11,3,2.54,0,2.54,-2.2,-1.63,-0.01,-0.08,0.04,0.02,0.1,0.54,2/15/2020,-345,285,"Rio Rancho, New Mexico, USA",USA,6,0,3,7,2.54,Daniel Rodriguez,170,3,6,2.54
UFC Fight Night: Anderson vs. Blachowicz 2,John Dodson,Nathaniel Wood,Red,Bantamweight,0,Men,KO/TKO,3,3,16,Joe Coca,1,39,72,0.54,57,91,0.63,0,0,0,0,0,119,22,12,39,160.02,61.23,167.64,Orthodox,3.2,3.58,0.4,0.28,0.61,0.82,0,0.71,0,46,99,0.46,68,124,0.55,1,1,1,0,0,48,20,6,30,167.64,65.77,175.26,Orthodox,5.91,4.22,0.5,0.48,0.56,0.7,0.5,1.74,1,-7,-27,0.08,-11,-33,0.08,-1,-1,-1,0,0,71,2,6,9,-7.62,-4.54,-7.62,-2.71,-0.64,-0.1,-0.2,0.05,0.12,-0.5,-1.03,2/15/2020,130,-150,"Rio Rancho, New Mexico, USA",USA,4,1,9,5,-7.62,John Dodson,135,9,3,-7.62
UFC Fight Night: Anderson vs. Blachowicz 2,Jim Miller,Scott Holtzman,Blue,Lightweight,0,Men,Decision - Unanimous,3,3,300,Robert Romero,0,58,121,0.47,66,131,0.5,0,2,0,0,0,27,37,17,40,172.72,70.31,180.34,Southpaw,2.96,3.18,0.42,0.44,0.58,0.48,1.7,1.58,0,88,197,0.44,120,231,0.52,1,1,1,0,0,297,14,6,40,175.26,70.31,175.26,Orthodox,4.32,3.66,0.47,0.56,0.55,0.67,0.2,1.88,0,-30,-76,0.03,-54,-100,-0.02,-1,1,-1,0,0,-270,23,11,0,-2.54,0,5.08,-1.36,-0.48,-0.05,-0.12,0.03,-0.19,1.5,-0.3,2/15/2020,115,-135,"Rio Rancho, New Mexico, USA",USA,8,4,0,6,5.08,Scott Holtzman,155,0,4,5.08
UFC Fight Night: Anderson vs. Blachowicz 2,Devin Clark,Dequan Townsend,Red,Light Heavyweight,0,Men,Decision - Unanimous,3,3,300,Jason Herzog,0,39,54,0.72,122,150,0.81,3,4,0.75,0,0,606,14,9,33,182.88,92.99,190.5,Orthodox,3.03,3.24,0.54,0.32,0.44,0.58,0.1,2.17,0,6,36,0.16,37,69,0.54,0,0,0,0,0,0,21,12,37,190.5,92.99,200.66,Orthodox,1.23,3.92,0.34,0,0.38,0.46,0,0,0,33,18,0.56,85,81,0.27,3,4,0.75,0,0,606,-7,-3,-4,-7.62,0,-10.16,1.8,-0.68,0.2,0.32,0.06,0.12,0.1,2.17,2/15/2020,-400,325,"Rio Rancho, New Mexico, USA",USA,4,1,4,3,-10.16,Devin Clark,205,4,3,-10.16
UFC Fight Night: Anderson vs. Blachowicz 2,Casey Kenney,Merab Dvalishvili,Blue,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Joe Coca,0,45,118,0.38,47,120,0.39,0,0,0,0,0,5,16,4,33,170.18,61.23,172.72,Southpaw,4.85,4.67,0.42,0.35,0.58,0.61,0.4,1.09,0,63,181,0.34,114,241,0.47,12,24,0.5,0,0,340,17,4,33,167.64,61.23,172.72,Orthodox,4.5,2.37,0.41,0.36,0.57,0.8,0.3,6.43,0,-18,-63,0.04,-67,-121,-0.08,-12,-24,-0.5,0,0,-335,-1,0,0,2.54,0,0,0.35,2.3,0.01,-0.01,0.01,-0.19,0.1,-5.34,2/15/2020,150,-170,"Rio Rancho, New Mexico, USA",USA,0,1,0,1,0,Merab Dvalishvili,135,0,1,0
UFC Fight Night: Anderson vs. Blachowicz 2,Macy Chiasson,Shanna Young,Red,Women's Bantamweight,0,Women,Decision - Unanimous,3,3,300,Herb Dean,0,86,166,0.51,154,253,0.61,3,8,0.37,0,0,513,10,3,32,180.34,61.23,182.88,Orthodox,3.53,2.53,0.44,0.37,0.46,0.62,0.5,2.38,0,40,71,0.56,50,83,0.6,0,1,0,0,0,22,9,6,33,170.18,56.7,165.1,Orthodox,3.18,4.88,0.47,0,0.43,0.53,0.6,0,0,46,95,-0.05,104,170,0.01,3,7,0.37,0,0,491,1,-3,-1,10.16,4.53,17.78,0.35,-2.35,-0.03,0.37,0.03,0.09,-0.1,2.38,2/15/2020,-800,550,"Rio Rancho, New Mexico, USA",USA,0,0,1,0,17.78,Macy Chiasson,135,1,0,17.78
UFC Fight Night: Anderson vs. Blachowicz 2,Mark De La Rosa,Raulian Paiva,Blue,Flyweight,0,Men,KO/TKO,2,3,282,Robert Romero,0,45,124,0.36,45,124,0.36,0,2,0,0,0,0,11,5,29,167.64,61.23,165.1,Orthodox,3.13,5,0.35,0.13,0.48,0.4,0.2,0.54,1,54,126,0.42,67,139,0.48,0,0,0,0,0,108,21,5,28,172.72,61.23,175.26,Orthodox,4.14,5.01,0.42,0.23,0.48,0.77,0.2,0.65,-1,-9,-2,-0.06,-22,-15,-0.12,0,2,0,0,0,-108,-10,0,1,-5.08,0,-10.16,-1.01,-0.01,-0.07,-0.1,0,-0.37,0,-0.11,2/15/2020,205,-245,"Rio Rancho, New Mexico, USA",USA,2,0,1,2,-10.16,Raulian Paiva,125,1,2,-10.16
UFC 247: Jones vs. Reyes,Jon Jones,Dominick Reyes,Red,Light Heavyweight,1,Men,Decision - Unanimous,5,5,300,Dan Miragliotta,0,104,166,0.62,107,170,0.63,2,9,0.22,0,0,101,27,1,36,193.04,112.49,213.36,Orthodox,4.29,2.22,0.57,0.45,0.64,0.95,0.5,1.93,0,116,259,0.44,119,263,0.45,0,0,0,0,0,0,12,4,34,193.04,92.99,195.58,Southpaw,4.75,3.77,0.5,0.28,0.48,0.8,0.4,0.36,0,-12,-93,0.18,-12,-93,0.18,2,9,0.22,0,0,101,15,-3,2,0,19.5,17.78,-0.46,-1.55,0.07,0.17,0.16,0.15,0.1,1.57,2/8/2020,-460,365,"Houston, Texas, USA",USA,5,3,2,2,17.78,Jon Jones,205,2,2,17.78
UFC 247: Jones vs. Reyes,Juan Adams,Justin Tafa,Blue,Heavyweight,0,Men,KO/TKO,1,3,119,Jeff Rexroad,0,7,11,0.63,7,11,0.64,0,0,0,0,0,0,5,3,32,195.58,120.2,203.2,Orthodox,7.09,4.06,0.55,0.66,0.34,0.57,0,0.91,1,10,15,0.66,10,15,0.67,0,0,0,0,0,2,7,4,30,182.88,119.75,187.96,Southpaw,4.09,5.02,0.54,0,0.47,0.5,0,0,-1,-3,-4,-0.03,-3,-4,-0.03,0,0,0,0,0,-2,-2,-1,2,12.7,0.45,15.24,3,-0.96,0.01,0.66,-0.13,0.07,0,0.91,2/8/2020,-240,200,"Houston, Texas, USA",USA,1,1,2,0,15.24,Justin Tafa,265,2,0,15.24
UFC 247: Jones vs. Reyes,Mirsad Bektic,Dan Ige,Blue,Featherweight,0,Men,Decision - Split,3,3,300,Kerry Hatley,0,17,60,0.28,29,74,0.39,3,10,0.3,1,0,393,13,4,33,172.72,65.77,177.8,Orthodox,2.43,1.8,0.41,0.52,0.57,0.92,0.4,3.98,0,43,88,0.48,64,117,0.55,1,2,0.5,0,0,54,18,7,32,170.18,65.77,180.34,Orthodox,3.76,3.52,0.45,0.26,0.57,0.58,0.3,1.06,0,-26,-28,-0.2,-35,-43,-0.16,2,8,-0.2,1,0,339,-5,-3,1,2.54,0,-2.54,-1.33,-1.72,-0.04,0.26,0,0.34,0.1,2.92,2/8/2020,-125,105,"Houston, Texas, USA",USA,2,2,1,1,-2.54,Dan Ige,145,1,0,-2.54
